"S1","S2"
86,71
80,86
76,84
89,90
75,65
76,86
70,62
86,83
77,74
82,92
63,93
78,74
86,86
92,95
88,87
87,83
89,73
82,74
74,79
70,71
65,88
85,69
77,85
80,77
72,87
71,94
79,71
73,77
87,68
96,75
72,88
79,78
68,89
91,84
81,90
83,80
84,72
79,76
81,82
93,93
86,83
78,94
94,75
72,79
88,84
76,80
82,72
86,83
81,75
68,76
88,87
73,82
70,76
77,79
78,74
87,89
79,78
76,82
84,77
88,66
87,77
99,73
96,71
85,94
96,95
87,91
82,96
83,84
82,79
86,86
83,82
84,75
88,79
69,64
80,64
72,82
75,83
88,83
81,75
77,77
79,83
66,57
93,79
81,68
74,72
93,77
90,70
89,77
104,83
79,84
83,87
85,72
82,79
100,76
90,95
85,74
85,74
88,72
69,77
71,81
84,72
92,76
80,66
90,80
83,92
69,80
85,72
61,70
85,77
86,86
80,77
83,71
85,76
88,70
91,90
75,81
64,75
72,78
91,86
87,79
73,84
68,52
71,72
69,82
76,75
69,72
67,79
77,90
92,97
87,79
82,71
74,76
77,68
91,83
77,77
72,97
79,94
84,75
88,69
76,73
62,79
84,74
76,76
77,66
75,75
78,74
81,93
85,79
71,85
107,93
79,67
80,98
84,75
83,82
93,76
86,67
84,78
72,80
62,82
75,74
71,80
92,79
82,77
76,84
78,70
82,82
82,79
80,89
85,97
81,75
78,79
67,80
107,77
76,105
83,90
84,89
77,79
92,76
92,62
93,108
81,78
89,85
74,76
71,71
89,85
69,69
89,69
84,80
103,89
82,85
95,81
78,77
77,75
81,85
88,91
73,78
80,66
75,82
73,83
68,74
91,70
77,70
73,71
63,75
76,85
75,93
68,80
88,65
79,73
79,73
81,85
72,69
88,89
77,67
80,82
84,81
85,69
90,89
80,79
77,86
79,67
86,76
80,69
79,65
85,76
88,78
81,108
71,68
74,66
88,71
76,83
80,74
93,86
78,82
92,83
78,80
87,69
84,67
78,93
79,67
82,83
87,85
87,72
67,99
95,65
91,62
87,103
90,73
69,89
81,58
86,70
96,79
73,82
79,81
86,80
89,80
82,79
74,89
78,68
74,90
79,80
65,73
89,76
72,80
88,74
86,75
70,72
72,80
80,78
73,63
95,88
74,85
92,88
79,79
88,66
72,88
72,88
81,87
61,88
61,87
86,78
73,75
68,68
67,77
67,77
80,87
78,73
64,85
100,70
90,94
92,65
78,58
75,84
83,77
83,74
72,89
89,81
77,82
79,93
79,73
76,75
66,79
82,65
83,86
88,86
75,72
82,77
88,72
68,81
72,76
62,85
91,69
59,79
86,91
69,63
89,84
75,88
84,81
101,90
81,82
79,67
91,88
79,92
69,68
68,77
70,85
68,76
80,86
63,75
85,86
88,78
85,79
83,62
81,74
72,73
87,71
95,78
92,86
83,64
68,60
109,71
73,81
90,94
88,95
83,84
66,84
93,91
80,89
86,92
70,90
81,81
74,70
72,92
72,83
70,89
80,83
78,83
70,54
70,80
88,77
82,87
98,78
78,74
66,75
84,80
95,95
81,75
83,79
79,74
79,67
85,81
85,73
72,91
83,88
76,82
73,74
97,73
78,67
66,70
88,90
97,82
91,88
86,74
79,81
76,65
82,83
89,79
68,70
69,68
78,83
89,74
65,86
80,81
85,61
65,88
79,76
83,82
78,68
88,88
79,87
89,63
89,63
83,69
61,89
73,77
83,76
87,73
90,83
74,88
75,86
76,87
73,70
74,69
78,74
84,73
67,77
70,83
74,70
98,87
84,73
80,102
94,62
89,85
77,86
88,85
75,87
89,85
78,75
70,84
68,67
72,94
85,78
67,84
77,65
72,59
96,78
81,83
87,91
77,90
102,77
68,79
93,79
78,97
90,83
73,90
79,73
87,70
63,80
87,75
67,88
77,84
69,71
93,74
71,68
72,90
81,84
83,86
116,84
94,81
96,88
72,79
74,72
97,82
73,83
72,69
73,78
68,84
91,73
92,79
62,72
79,75
92,76
92,81
81,90
86,90
75,87
78,95
65,78
81,79
83,88
78,85
74,77
90,70
82,67
78,76
87,84
69,101
86,88
69,72
98,88
81,72
75,87
92,75
75,81
77,77
84,97
79,78
77,84
77,93
81,82
77,98
74,95
62,90
80,85
94,84
71,69
93,88
87,65
77,87
75,72
69,75
78,84
99,88
63,79
78,87
78,101
70,70
73,57
89,77
83,89
90,97
90,93
85,87
70,95
80,83
88,73
79,94
78,85
57,88
69,96
82,72
93,79
87,84
80,75
91,80
76,80
72,73
83,83
81,74
66,86
75,97
74,87
72,71
68,87
89,64
94,80
86,77
72,87
85,95
89,88
85,86
76,84
85,83
88,79
88,82
71,81
82,87
89,108
83,79
85,92
81,84
87,81
85,83
77,71
73,76
74,81
81,70
83,85
84,96
69,81
103,62
85,72
92,85
96,64
80,87
78,84
89,85
73,80
77,78
79,80
71,78
83,78
93,67
80,93
76,92
84,91
76,67
91,74
76,83
73,86
82,75
62,91
76,67
80,78
75,84
70,77
61,78
79,75
79,73
81,77
77,72
67,73
89,76
89,79
84,74
80,70
99,99
75,74
76,75
66,92
71,83
66,87
77,82
71,104
78,95
79,87
88,92
92,74
90,89
75,62
60,89
64,93
78,83
84,83
82,86
88,78
74,73
74,79
76,80
93,76
94,76
94,76
81,70
92,94
80,80
76,77
70,90
82,80
89,92
74,78
77,82
94,82
77,92
76,77
67,73
91,98
68,69
88,78
85,96
69,71
67,89
83,73
92,86
77,76
82,71
71,77
95,72
81,88
92,75
72,105
84,81
61,90
112,98
77,67
85,76
71,71
79,82
75,88
87,85
68,74
83,80
75,82
73,76
84,64
77,72
77,71
75,74
70,74
74,85
80,73
75,79
81,77
86,82
72,80
98,68
80,77
90,73
85,89
96,70
77,81
67,68
81,82
81,85
84,84
82,82
89,81
72,63
89,84
94,69
68,80
68,71
87,86
74,86
75,82
83,73
83,74
80,84
88,83
87,89
66,91
84,78
84,71
63,75
84,64
78,77
68,78
75,91
75,87
65,89
67,69
72,88
74,76
74,100
72,89
62,75
82,77
85,67
69,69
91,87
83,74
75,71
82,66
84,71
77,67
86,87
85,83
79,83
81,93
86,84
79,67
78,92
64,89
94,73
85,77
97,74
80,86
77,88
65,81
74,80
86,82
80,80
69,93
65,72
83,82
85,75
79,78
86,76
73,93
85,66
91,100
90,68
79,84
81,81
75,88
75,96
74,78
79,72
61,85
97,82
88,81
80,85
72,80
91,68
84,79
80,68
81,93
77,87
80,80
86,71
82,96
76,84
75,92
80,85
78,69
89,96
88,74
83,85
70,93
83,78
72,72
78,83
78,73
79,92
84,91
68,74
73,77
72,83
86,67
85,79
81,96
91,82
80,67
81,90
86,65
88,94
82,56
70,82
89,84
71,95
89,89
78,71
75,92
80,89
91,83
83,87
83,86
91,78
97,74
85,86
98,87
71,80
78,72
81,89
71,86
70,89
89,85
92,80
83,73
85,87
69,98
77,91
69,72
72,70
74,87
63,89
82,79
74,78
65,95
70,85
77,89
81,75
79,69
70,88
68,95
76,63
77,88
68,82
92,81
69,82
81,67
83,90
88,84
78,88
75,74
89,73
87,88
67,89
59,89
84,78
76,69
78,91
71,77
88,107
81,96
75,88
68,98
67,68
83,65
85,66
84,81
82,72
72,89
66,73
77,81
80,68
84,75
67,72
92,76
68,74
67,97
71,66
75,79
85,89
74,85
86,77
63,90
55,94
75,78
79,88
88,85
90,71
84,78
70,88
78,84
77,67
78,87
102,81
74,72
84,74
99,70
64,71
82,76
71,84
94,54
80,76
80,83
89,87
69,79
81,87
68,88
71,82
93,89
90,97
78,67
86,66
81,81
75,88
89,66
81,83
76,71
89,89
96,85
91,95
83,77
85,81
88,91
83,94
78,80
78,76
88,82
66,86
75,78
82,55
97,85
78,70
80,66
82,87
76,96
82,69
95,83
89,77
81,72
68,94
69,74
95,82
64,74
96,75
89,85
68,83
70,83
64,76
70,83
82,78
82,82
85,83
76,78
76,81
96,72
77,59
72,77
91,85
85,76
71,79
72,73
73,84
92,82
82,87
77,81
84,79
76,84
63,85
68,91
72,87
73,83
67,72
78,58
75,92
73,84
79,86
81,85
78,68
70,94
93,85
81,75
91,68
79,90
83,66
95,79
94,87
82,88
76,79
86,81
78,92
80,81
90,77
78,81
66,108
61,87
68,71
90,71
84,75
64,72
84,83
63,91
79,96
85,103
90,71
82,88
70,64
71,69
78,86
79,89
65,85
90,80
74,82
84,71
72,66
82,74
78,93
89,88
82,77
75,75
77,67
76,85
76,91
67,89
69,79
86,80
75,78
83,78
66,93
63,85
79,68
79,68
92,77
76,69
87,68
76,78
62,78
69,84
78,90
79,87
91,89
95,63
75,103
70,93
77,101
83,90
89,72
82,98
69,72
81,80
90,72
78,77
75,90
78,71
95,86
87,88
75,84
67,59
69,79
79,95
64,57
77,86
79,73
85,68
80,70
84,100
73,72
82,81
66,84
86,94
84,84
82,75
80,78
86,86
79,67
70,88
78,76
59,87
76,74
82,81
76,66
71,65
90,86
90,77
81,105
85,75
80,71
88,93
76,82
92,72
84,81
73,77
88,95
67,90
67,99
66,90
69,71
79,85
92,90
89,89
85,74
100,75
72,80
81,84
79,79
78,69
89,79
67,66
73,77
75,83
86,91
73,73
81,90
74,71
75,75
81,81
78,75
78,76
94,82
79,74
72,77
67,81
70,83
73,84
84,93
81,95
79,76
75,82
89,95
66,78
74,69
82,75
74,71
84,69
53,75
93,61
77,86
92,96
85,81
76,87
82,91
67,85
82,84
67,80
95,74
81,69
64,97
65,82
98,68
86,76
81,76
74,78
74,80
85,76
67,67
86,79
85,85
83,87
73,97
76,78
80,85
72,80
88,82
83,72
59,88
79,97
75,69
78,63
92,93
96,87
84,92
79,85
89,74
65,87
72,75
75,77
71,68
83,79
63,92
74,84
84,89
74,88
78,83
82,78
75,85
97,87
82,98
81,62
85,88
79,76
80,82
78,73
78,92
84,88
83,91
90,69
90,91
71,74
82,73
72,81
87,75
74,82
67,94
78,86
80,77
73,59
79,82
66,90
80,87
80,78
85,77
86,81
91,80
73,71
99,88
75,78
87,92
79,83
86,76
73,74
74,72
93,90
91,67
77,81
84,73
82,76
61,92
81,81
68,85
86,86
91,97
89,73
69,72
74,103
82,80
80,68
91,70
87,102
80,69
72,62
84,80
81,79
103,90
73,70
71,72
80,85
76,67
100,91
88,71
90,97
77,84
81,88
80,85
80,79
66,75
71,87
73,74
79,101
85,82
81,79
90,59
93,84
85,74
76,78
75,74
71,85
82,79
75,77
85,91
86,93
81,102
76,86
89,78
86,90
81,89
67,79
66,93
82,77
68,67
87,92
75,88
75,75
63,88
89,71
82,92
81,87
74,74
82,91
78,62
69,72
84,90
80,71
78,80
66,80
64,92
67,85
83,81
89,78
93,85
76,94
67,84
94,93
78,82
98,86
73,81
68,83
77,86
87,80
80,74
87,85
67,79
73,74
81,75
75,73
66,93
84,67
80,80
79,77
63,75
89,84
64,85
92,82
81,76
80,81
75,99
78,84
80,84
77,85
75,72
87,81
67,81
82,81
70,82
81,69
97,85
62,86
73,88
71,85
85,93
83,82
83,77
96,72
67,80
87,74
67,84
87,78
75,59
88,74
76,83
70,79
77,86
91,75
75,77
82,84
81,77
90,75
71,78
82,76
83,63
82,68
84,83
71,82
70,81
80,82
70,72
92,84
79,80
87,61
86,62
96,74
86,76
74,74
73,84
82,68
77,85
78,87
73,100
62,85
88,71
87,71
81,79
91,77
65,86
76,85
85,78
75,93
83,65
74,87
78,87
74,87
76,90
58,82
89,88
58,91
76,75
82,78
72,76
87,90
92,74
95,61
77,76
94,88
81,79
85,80
87,87
83,75
76,71
74,76
60,66
77,91
72,70
70,83
82,75
85,71
92,83
97,85
93,75
84,83
89,71
89,74
98,86
71,71
91,80
65,88
74,72
94,92
92,72
78,79
94,87
101,76
83,97
62,72
86,75
86,81
76,47
96,72
89,64
74,75
76,87
86,72
82,70
87,68
82,85
79,80
81,70
80,80
78,74
89,96
84,87
83,79
79,89
89,80
69,71
91,71
75,68
87,78
86,101
76,66
85,72
71,81
74,81
70,84
85,77
82,72
73,75
75,55
69,80
71,84
73,75
96,66
99,68
84,76
74,84
61,78
88,85
82,86
94,88
72,80
62,93
67,76
87,73
77,72
82,77
88,70
81,80
93,66
81,76
67,77
74,83
87,78
76,70
71,83
71,82
92,57
93,70
93,93
102,84
84,86
73,75
75,87
77,81
80,78
85,82
90,70
80,73
84,78
79,84
84,74
74,73
80,90
81,92
77,77
76,76
90,91
76,88
84,71
79,66
101,71
72,54
89,88
69,89
81,63
85,63
74,81
69,90
65,72
84,97
92,86
70,75
85,76
71,91
95,71
90,77
88,82
83,77
77,90
89,64
74,77
88,93
75,67
80,82
77,95
73,86
71,85
79,85
70,75
80,76
89,80
67,80
73,75
71,66
70,73
84,75
71,88
77,76
74,65
83,87
84,77
79,81
109,88
80,75
83,76
90,88
77,72
68,81
74,95
91,72
80,91
92,80
80,66
78,70
93,80
82,69
74,87
79,87
81,74
84,75
83,89
63,72
87,83
76,73
85,75
84,79
87,76
85,80
74,59
100,73
92,88
88,70
79,97
93,88
80,87
85,78
81,86
76,81
84,61
73,91
85,77
92,73
71,86
73,83
98,72
78,94
72,81
61,85
95,79
81,59
77,67
80,84
74,84
78,84
100,83
69,82
56,88
58,78
84,84
85,78
79,81
88,84
92,68
85,68
71,99
70,83
84,77
83,76
83,72
74,94
83,84
93,74
76,88
62,93
88,76
76,68
85,81
89,80
78,85
84,79
82,76
73,77
66,89
73,69
68,81
79,92
75,72
84,88
59,73
76,66
63,83
73,68
70,86
88,86
82,70
92,78
83,79
77,99
85,72
79,83
88,81
73,94
68,75
78,92
71,88
85,72
87,81
75,88
69,97
72,78
78,74
78,74
73,92
79,74
79,90
66,82
87,78
71,66
63,66
98,76
72,67
78,82
82,76
91,84
85,95
68,94
82,85
67,70
81,84
74,97
83,81
71,79
92,77
92,92
88,92
100,84
84,82
70,75
73,70
73,73
65,87
95,85
87,83
80,79
82,74
73,83
104,93
67,69
76,76
55,76
71,88
68,72
82,75
84,87
80,66
81,78
65,89
79,84
95,83
115,82
84,64
76,82
61,84
90,70
81,71
73,95
77,97
73,82
72,84
89,72
85,75
88,91
86,75
92,87
97,75
72,83
72,76
86,77
80,81
83,72
82,83
87,88
93,66
73,65
88,68
64,66
83,103
88,82
67,91
77,77
72,64
76,79
91,77
85,80
78,88
81,81
87,85
73,75
84,86
84,82
75,98
79,98
80,94
82,64
82,64
75,71
84,79
76,76
72,80
68,67
62,78
61,81
62,85
73,83
76,76
85,68
75,65
75,64
78,62
73,85
95,75
70,72
84,86
72,66
85,80
95,75
90,85
78,85
73,85
89,83
83,88
90,82
81,89
88,71
74,86
78,106
66,89
79,69
70,66
83,87
85,80
76,80
101,78
77,82
69,84
84,73
83,85
83,85
84,80
84,61
78,81
92,90
81,89
72,89
84,92
86,78
83,79
73,69
74,83
82,83
84,87
108,81
80,85
82,74
92,94
89,87
73,87
77,76
77,94
79,88
93,89
72,93
69,83
79,69
86,81
77,86
75,84
89,83
75,83
96,80
86,87
103,99
84,81
78,79
87,77
84,93
82,80
72,76
78,74
83,73
71,88
83,73
73,75
86,85
93,78
78,91
77,80
84,79
81,75
97,97
77,87
73,74
80,82
84,89
88,77
89,80
94,77
72,82
77,103
79,87
73,92
82,67
70,82
83,93
91,76
80,75
81,76
79,84
81,92
84,89
81,97
73,76
74,80
92,86
80,93
69,73
74,65
71,79
100,58
77,82
73,82
86,75
88,89
81,78
72,99
71,83
89,73
94,77
88,99
74,81
77,82
95,63
76,84
84,71
84,83
88,88
69,72
72,85
80,76
70,71
83,80
84,82
79,66
79,67
73,70
71,77
67,68
78,85
81,73
93,71
83,64
93,70
84,89
86,74
81,107
85,78
82,85
75,91
75,81
91,71
84,72
75,83
75,69
85,65
78,83
84,89
81,94
94,84
90,77
80,76
70,92
71,86
84,80
82,73
83,74
72,77
66,76
80,84
72,87
72,87
68,89
69,79
76,71
86,72
84,90
65,83
95,77
84,71
80,81
80,75
88,79
88,84
76,82
82,82
78,50
85,77
81,74
82,86
83,57
70,83
82,73
83,76
65,81
90,68
80,80
80,83
75,93
75,94
69,87
86,83
82,86
72,80
87,85
82,88
79,101
81,82
79,72
98,89
63,87
76,78
67,68
77,75
85,77
86,73
73,97
79,88
93,62
64,82
79,73
80,96
76,76
83,83
72,80
55,75
76,78
72,66
82,76
95,84
100,77
75,75
82,71
88,82
99,89
94,96
79,81
75,69
82,75
87,79
86,74
86,79
73,77
95,99
82,80
74,68
72,58
77,79
83,73
90,76
76,76
77,76
73,72
80,83
88,80
105,78
95,76
88,80
89,89
74,102
77,75
89,96
83,69
70,64
57,86
84,80
87,75
81,99
86,80
75,84
77,80
78,63
72,77
65,77
63,79
77,70
84,69
88,67
71,77
79,64
83,81
88,84
78,74
82,73
89,86
87,77
85,76
73,89
86,77
84,76
82,89
83,87
104,98
67,95
86,92
73,79
94,79
75,78
88,74
68,83
73,90
74,76
70,66
84,77
74,80
76,62
86,84
71,84
86,91
83,85
76,65
88,92
98,77
90,85
84,84
69,71
78,80
63,81
71,82
98,98
75,84
69,78
77,89
87,70
71,83
83,73
82,56
85,79
88,70
84,71
87,86
88,82
81,77
63,86
70,83
78,86
81,93
83,88
66,78
89,87
73,86
75,72
73,70
89,83
100,69
96,76
86,96
62,77
82,85
85,74
93,80
77,68
87,77
83,74
78,84
83,90
64,79
85,77
76,80
77,70
91,82
70,84
78,89
81,79
82,94
78,89
80,85
86,72
85,76
89,69
101,77
71,85
64,102
98,76
87,72
94,72
87,57
89,78
94,81
72,76
81,88
75,70
72,67
67,65
67,97
76,62
91,81
86,78
75,89
87,83
81,86
72,98
80,91
75,59
55,76
78,69
82,55
75,64
83,71
91,73
90,74
76,72
67,102
85,93
98,90
98,83
70,99
78,93
95,70
80,79
87,90
94,83
70,72
57,58
64,85
91,89
86,92
84,73
84,73
79,89
68,83
78,78
80,89
85,66
83,97
82,87
70,83
80,77
51,80
85,82
83,80
80,96
67,91
85,94
82,83
80,67
83,84
84,77
71,89
80,68
82,84
71,86
78,75
74,87
85,86
81,78
79,80
88,86
69,82
61,75
78,89
97,93
85,68
94,76
85,72
74,82
95,85
84,77
97,90
78,80
90,88
79,72
75,69
84,98
88,67
88,78
88,87
79,77
71,83
96,69
67,65
78,76
81,88
87,87
75,73
70,69
75,81
81,74
81,87
74,84
77,79
78,96
84,74
85,71
98,98
88,73
68,77
78,73
95,79
87,88
87,84
91,73
88,81
89,82
86,73
88,92
78,83
98,73
76,88
69,77
78,83
74,96
72,90
70,81
79,68
85,88
68,75
74,66
95,85
98,83
72,85
65,81
75,73
88,92
83,67
78,86
84,79
83,85
84,72
92,74
72,72
72,74
100,85
92,72
89,90
91,100
69,85
74,75
69,77
74,71
85,81
109,74
70,92
76,88
84,68
87,93
69,84
84,65
77,83
78,92
74,78
89,74
77,84
81,86
83,87
66,68
74,79
73,71
78,84
90,78
68,79
65,99
80,81
80,89
81,75
73,83
89,82
83,80
99,73
97,79
100,70
84,81
88,88
88,85
95,75
72,74
95,91
88,78
92,79
81,68
78,77
70,79
89,83
76,62
82,87
80,79
88,77
81,66
70,72
76,75
73,90
73,95
79,82
88,89
79,92
81,82
88,86
72,68
72,68
81,90
84,84
88,74
82,84
85,77
76,74
97,82
78,74
88,85
92,77
78,74
89,82
84,72
85,72
68,85
66,86
101,87
81,76
81,80
86,83
72,74
68,80
91,90
81,93
79,84
81,82
82,73
89,83
82,83
84,105
92,89
89,91
80,88
81,74
67,76
87,82
72,80
75,91
77,75
87,72
83,64
84,69
84,82
72,83
84,68
70,80
72,78
89,84
80,67
90,84
82,87
78,86
80,77
65,85
86,84
71,87
69,92
71,75
79,71
78,85
74,84
71,86
82,85
77,75
77,83
89,80
72,95
76,83
71,79
69,78
74,90
80,81
74,80
79,79
75,75
88,89
105,73
82,75
85,98
70,87
87,80
66,97
74,70
80,79
73,75
84,83
87,74
80,75
95,78
90,73
75,87
97,93
87,94
85,86
78,77
81,81
89,79
81,83
74,67
79,80
78,78
67,98
72,85
66,85
74,83
76,95
87,77
88,98
77,87
91,71
86,83
67,83
89,74
75,91
79,87
71,77
87,86
71,99
63,81
62,73
79,87
80,94
88,71
75,105
69,94
88,73
86,74
66,75
81,92
92,76
80,71
106,85
62,94
76,82
81,88
85,80
88,88
70,86
90,77
74,81
83,81
76,76
66,68
89,84
79,91
82,92
85,83
77,75
91,86
73,67
67,94
63,78
81,74
82,67
82,69
73,63
71,84
85,62
80,75
79,69
77,76
77,68
77,91
85,74
74,71
70,74
83,89
93,76
81,71
74,79
84,72
57,65
65,73
80,59
79,86
82,85
82,85
71,81
81,73
69,74
86,99
69,83
94,79
87,76
78,92
79,72
79,72
81,79
87,87
90,75
92,97
83,89
81,67
89,89
95,77
76,76
78,83
88,78
81,70
79,81
73,75
90,79
93,75
76,80
69,94
78,78
67,85
76,92
86,92
85,86
92,76
66,81
78,73
77,91
100,69
86,85
73,87
86,69
70,81
80,93
85,77
80,79
93,65
91,83
80,76
94,91
99,83
85,84
72,78
76,82
84,91
61,80
94,86
71,90
84,72
71,80
77,84
91,91
87,74
88,87
89,80
72,77
75,89
73,77
82,91
83,72
71,71
84,81
76,94
97,82
86,86
83,78
76,81
78,78
89,73
95,64
94,63
79,106
94,89
86,80
85,74
93,80
81,86
83,76
77,69
79,81
81,70
81,78
81,87
80,88
95,73
65,89
82,80
72,71
81,99
83,73
79,79
74,83
83,70
80,93
73,95
85,77
78,89
75,67
73,61
85,96
71,75
92,76
87,78
90,70
81,91
64,70
84,88
68,82
66,98
88,77
102,75
76,75
84,97
93,81
93,81
78,90
82,68
76,74
94,68
75,80
73,84
71,92
89,77
78,70
83,75
91,71
80,73
69,91
87,86
85,71
82,89
94,83
80,89
72,86
54,87
69,56
71,78
79,68
74,66
82,87
92,70
66,82
79,61
79,69
98,85
76,82
84,81
83,77
74,87
74,87
80,75
78,99
89,81
67,77
95,89
76,69
72,79
75,100
85,87
87,72
74,77
82,79
93,68
73,76
92,87
88,84
60,80
85,69
92,88
84,77
68,75
79,79
73,84
78,77
80,86
75,95
75,73
78,86
82,82
80,84
77,72
88,76
80,74
69,88
78,62
68,94
68,94
91,87
74,83
78,86
83,84
78,81
82,60
83,84
63,76
67,72
85,94
71,91
69,97
94,76
85,82
78,84
88,85
83,71
81,63
81,97
73,72
85,97
78,89
69,79
79,78
78,82
75,78
66,80
85,91
88,65
82,79
88,82
81,68
89,87
75,95
75,78
67,88
79,78
82,96
102,89
68,78
63,96
74,71
71,106
89,77
73,70
86,88
94,85
78,79
77,90
85,75
64,88
78,70
80,63
85,83
72,68
71,78
89,78
89,71
72,91
80,88
76,81
81,79
80,97
89,61
66,78
71,68
107,84
75,75
68,74
86,81
86,76
96,87
68,80
90,84
91,75
73,82
78,89
82,64
84,77
78,66
91,62
75,71
78,70
87,80
77,95
78,76
76,62
78,74
87,102
95,86
57,79
87,77
85,78
80,79
65,76
73,81
81,75
81,75
74,88
82,86
76,64
84,71
80,79
93,97
74,77
86,68
93,86
68,76
73,77
74,83
88,68
102,84
80,81
83,84
84,85
84,74
82,81
96,96
83,83
67,89
82,83
77,83
76,71
98,82
74,78
76,101
81,74
82,72
64,73
67,79
93,60
90,70
82,68
88,84
91,70
80,99
81,88
79,100
79,87
64,80
93,62
87,75
87,65
80,72
80,69
81,87
84,81
77,85
86,82
90,83
99,100
77,87
70,79
81,74
95,79
69,75
75,72
76,69
83,68
62,77
66,76
82,77
82,90
77,84
97,74
81,70
69,74
69,82
79,59
85,88
75,85
80,76
81,74
64,79
79,102
79,69
66,70
91,73
78,89
77,78
71,75
77,95
79,93
90,83
77,87
93,74
83,77
69,83
90,84
93,83
85,85
101,73
91,71
74,89
74,89
82,91
84,84
83,92
81,70
76,70
65,79
83,82
68,102
85,82
91,79
70,75
73,87
74,73
80,92
87,100
75,88
94,66
75,79
90,96
78,73
81,67
76,94
77,74
71,88
87,64
86,79
76,69
81,78
71,81
76,86
78,89
82,81
78,64
90,67
79,91
83,80
77,86
82,92
88,79
85,92
91,70
88,76
83,71
99,74
72,85
79,71
83,85
75,100
79,79
67,82
83,76
65,95
82,85
87,89
81,66
98,65
86,90
73,77
81,91
99,70
74,95
86,86
69,75
78,75
86,69
91,73
74,84
90,89
79,78
86,69
89,87
65,79
79,68
69,95
63,95
75,73
64,77
64,80
77,73
79,77
77,87
86,78
84,75
73,72
88,81
98,90
63,84
76,84
90,75
73,85
70,87
82,64
91,69
89,84
83,64
87,85
82,72
78,77
76,77
79,91
95,84
82,82
93,75
75,76
74,61
71,89
74,70
96,79
72,91
66,75
60,80
75,80
80,66
76,74
81,96
85,75
88,60
76,101
78,93
76,83
92,83
90,73
78,84
80,92
80,74
94,84
90,97
69,76
77,74
83,77
78,74
76,105
88,73
95,72
82,61
88,85
73,83
82,92
101,77
78,98
87,84
80,74
87,71
82,69
61,101
81,81
68,80
80,73
77,77
78,93
83,69
76,86
75,79
80,71
75,83
57,74
82,88
76,100
71,79
83,81
82,83
66,89
71,95
83,89
86,83
65,79
81,68
87,77
78,80
74,80
91,101
102,78
85,71
88,89
81,77
82,88
72,85
91,94
94,71
86,76
80,87
72,91
83,91
73,68
74,80
67,76
64,81
81,84
85,84
66,87
84,84
79,72
82,79
83,83
76,76
79,95
68,85
82,88
63,73
76,86
74,83
59,79
74,93
69,83
83,81
68,67
73,81
69,91
70,73
85,77
84,57
77,84
70,79
78,86
95,90
99,80
72,83
77,65
84,81
79,82
79,81
99,89
65,82
83,66
83,78
80,73
80,86
74,79
85,91
73,76
100,69
78,70
81,89
80,80
82,72
83,89
75,64
70,64
72,76
91,85
72,80
84,74
80,86
86,68
103,68
74,80
65,70
59,79
89,62
73,81
83,77
86,72
79,80
71,75
85,85
75,88
77,91
82,92
88,94
65,75
79,85
69,91
71,79
80,65
91,82
88,86
77,89
87,73
90,89
80,82
75,78
78,101
70,80
87,75
82,78
87,90
69,96
80,57
91,92
95,77
76,78
74,79
100,87
81,79
85,94
79,77
74,80
74,77
79,81
82,77
76,80
103,86
78,82
83,80
97,85
88,72
98,78
69,73
60,81
99,78
72,69
89,91
70,74
78,78
78,89
80,94
83,82
99,91
83,68
80,80
66,89
88,83
91,84
83,75
83,97
94,81
82,80
77,79
74,81
58,68
93,81
74,82
77,78
72,72
63,89
80,74
72,87
77,87
80,80
76,82
73,74
96,87
91,91
74,65
80,79
90,77
62,86
78,93
83,90
86,84
77,72
72,64
60,98
81,85
78,84
84,74
73,72
83,94
69,88
83,74
94,80
82,86
84,87
87,77
93,83
69,66
77,84
69,75
60,67
80,88
88,73
81,82
75,69
86,72
74,79
81,69
70,96
85,75
96,93
82,81
86,86
79,79
88,70
73,80
68,94
85,82
85,74
91,85
97,72
74,100
80,88
90,78
76,84
77,83
71,81
89,76
75,76
95,86
80,88
80,76
73,67
92,66
78,82
86,85
74,88
75,58
79,69
98,77
82,87
85,72
70,84
90,85
88,82
95,75
76,75
87,73
77,72
86,69
68,67
87,104
74,75
80,83
94,75
89,78
75,78
77,100
80,70
86,79
73,92
96,61
82,91
81,90
89,73
77,93
74,74
87,71
88,90
94,77
71,98
97,83
92,72
95,67
84,68
97,86
82,61
98,71
91,80
75,91
82,88
93,75
103,82
67,89
72,76
86,76
95,84
87,91
74,89
86,76
87,76
74,73
66,81
77,73
95,86
89,77
85,81
91,80
92,76
79,89
83,76
66,90
71,73
71,76
75,87
81,79
71,76
60,77
68,74
73,69
76,90
93,59
77,91
88,70
75,84
67,88
72,84
83,69
77,83
76,75
82,69
86,76
74,86
86,68
90,88
97,76
78,91
81,86
76,80
82,73
81,84
86,75
77,83
82,96
77,70
74,87
72,63
79,79
68,86
70,95
90,80
58,89
58,89
66,84
106,88
75,66
86,96
69,86
76,82
89,82
87,76
73,85
69,88
80,87
76,81
74,87
84,79
79,85
87,78
72,92
87,102
78,80
79,81
82,78
64,108
90,94
101,99
77,66
84,78
88,79
86,83
77,76
82,81
96,75
73,95
60,69
74,65
76,75
89,77
74,79
79,91
89,85
89,81
82,78
98,92
81,73
72,67
87,81
72,83
92,74
70,74
71,75
73,83
71,83
73,85
80,95
84,77
77,79
76,80
63,73
74,85
80,67
83,77
64,97
81,86
76,85
